Date,Close,High,Low,Open,Volume
2020-01-01,290.1545715332031,325.6705633371422,287.9923232349039,314.53730816491225,42793856
2020-02-01,274.8809509277344,295.35325605959076,268.8082615424181,290.752738052432,63858916
2020-03-01,255.55587768554688,289.54010181654525,217.57349117866022,280.79997579468113,77030007
2020-04-01,267.6230163574219,294.2454339536653,239.6484850308621,258.3447854179136,73777676
2020-05-01,320.5881042480469,325.9032763612678,258.39141593379986,267.6230051950897,87791537
2020-06-01,328.1412353515625,330.7055673006055,293.7325687085635,322.17334123431334,65113316
2020-07-01,338.91143798828125,343.9934604655022,315.8790638673398,331.03193408975835,69267605
2020-08-01,343.9934997558594,354.99683307921873,336.720132601212,338.8648354024842,53196976
2020-09-01,338.4918212890625,356.9550001583275,310.517290604016,343.9934732990221,55266174
2020-10-01,332.5705261230469,353.8311856349449,322.40645275439863,338.49180723021465,83453271
2020-11-01,342.8744812011719,363.4357481960435,332.9901421399433,335.60108674155305,63091634
2020-12-01,378.5223693847656,395.5847779235884,340.7782465712726,348.7219164841497,62227300
2021-01-01,390.6963806152344,406.5836913727116,377.72328839393225,379.4154458257025,53798587
2021-02-01,373.72796630859375,407.9468256107229,367.28845549585765,391.9184798318687,51668810
2021-03-01,386.65399169921875,387.73510413161847,356.38350343668145,376.8771882149763,39042581
2021-04-01,391.18157958984375,406.5360088895426,379.34486723945315,391.0389455260963,31616413
2021-05-01,451.7911682128906,463.58032558750085,395.60248952391896,399.3578910307692,80213748
2021-06-01,504.65228271484375,517.01189052601,450.6503155763723,452.0764241699684,52128011
2021-07-01,519.76904296875,525.94884670729,492.15008555836084,505.79316752358153,45784280
2021-08-01,517.6298217773438,524.9505231402695,485.8275929795391,522.9064112304236,58001256
2021-09-01,520.5296020507812,558.4165279566834,514.3497985561145,522.288445987862,61320829
2021-10-01,540.4475708007812,577.7640748000898,514.3973002115197,518.1527306910356,43910730
2021-11-01,511.830322265625,548.9567269885636,500.5640882207755,542.8719741197774,31592739
2021-12-01,490.0317077636719,514.7411724642819,466.99497404635724,514.2632326569799,25003124
2022-01-01,461.2596435546875,495.62352343424993,435.54649069965296,490.89190821517303,25504252
2022-02-01,491.9912109375,500.88087899160956,455.9545406087744,465.1309900275792,32192242
2022-03-01,487.5551452636719,517.8518888120514,453.4833830064412,498.2025672766299,37717781
2022-04-01,504.97821044921875,530.2900015195864,484.69969899501996,491.281730021324,36741228
2022-05-01,516.5452270507812,534.2102696112635,471.4388363531567,503.1391182082685,39311223
2022-06-01,462.58209228515625,521.2881007221321,455.9516461750927,515.8676184949448,33473059
2022-07-01,501.39678955078125,516.1096029132101,462.29171766358354,462.67889074377115,25933974
2022-08-01,508.753173828125,519.9330145285126,488.81347929437965,506.91410905629317,26999973
2022-09-01,520.6105346679688,536.581668277603,489.49105826376524,500.23525178780676,36860693
2022-10-01,507.73681640625,524.4339096992245,486.00641416309827,522.691616127896,24067138
2022-11-01,491.0881652832031,524.6275399259362,466.0667167423215,510.30192888025516,37435146
2022-12-01,493.508056640625,517.8519312386329,482.37665998783194,492.83048155034135,26203860
2023-01-01,482.1346740722656,508.0756857866902,474.68146622183656,493.50805763165425,26579050
2023-02-01,476.1333923339844,495.10517015798973,469.55136083191195,482.13467893954413,22421593
2023-03-01,464.4211730957031,487.65191181574323,454.9352999341182,479.1339861008266,24278020
2023-04-01,484.8444519042969,488.2629764863477,451.928961669994,472.0005726503109,28940905
2023-05-01,530.4085693359375,536.7084345856077,480.5957755891386,484.8445198407413,32597772
2023-06-01,518.5902099609375,545.7430514243739,508.2858116958374,531.3364115881153,27070189
2023-07-01,547.5010986328125,564.6914288368432,501.3510184013329,522.3993499491195,39426316
2023-08-01,556.780029296875,574.2145422793616,533.3387153958595,549.8941552613205,35734397
2023-09-01,548.5755615234375,577.9748498545002,543.0570621362098,560.8822264958965,30031434
2023-10-01,524.059814453125,581.1491877620272,509.7019990679013,548.5755554533699,29696745
2023-11-01,526.1109619140625,533.0456594278095,504.03702435330473,525.5737174975616,27094800
2023-12-01,538.7583618164062,544.0133191225821,511.59941585924315,530.4093261273644,34568267
2024-01-01,518.4751586914062,547.5985873630106,499.5670760091546,540.2317902235978,28196267
2024-02-01,513.318359375,544.8482845644198,506.34448262483414,521.5200955007151,36278896
2024-03-01,488.3695068359375,520.4887514920042,477.6630719668675,513.9568346299621,28878792
2024-04-01,515.2594604492188,521.2277167478584,487.9546757404941,494.56951742305,27546594
2024-05-01,592.399169921875,612.64154260144,507.74942442476595,515.2594682383002,97314280
2024-06-01,609.7568359375,663.6700952378804,585.1377793478538,605.7779985088703,68568183
2024-07-01,670.5335693359375,687.344182156945,597.8203378818002,610.9505138512699,66814930
2024-08-01,643.7261962890625,689.1346428285567,622.9367460675403,672.0754134753697,57564287
2024-09-01,691.720947265625,709.7251632826416,629.6510558625257,644.5716969967089,61973749
2024-10-01,636.614013671875,716.0415346865077,613.5864668611903,690.3283210754395,53776215
2024-11-01,641.537841796875,660.5864904426077,576.5335458642697,640.3939016981894,48581848
2024-12-01,636.1166381835938,645.7156078296657,597.3726963190954,633.7293114254514,36420457
2025-01-01,667.1018676757812,682.9177103357617,619.9526189418754,632.6351634930328,41059317
2025-02-01,597.4224243164062,733.0013602394425,594.8859275611968,667.1018643689192,33100465
2025-03-01,651.6500244140625,661.0,577.8499755859375,596.7999877929688,32225680
2025-04-01,710.4500122070312,726.2999877929688,641.0,641.0,52618314
2025-05-01,723.4500122070312,740.2000122070312,695.0999755859375,710.4500122070312,53399267
